Country;IDCountry;populationGroup;IDpopulationGroup;Category1;IDCategory1;Category2;IDCategory2;Category3;IDCategory3;avg_GramsPerDay;CategoryLevel
Finland;70;Elderly;12;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Other_mixed_alcoholic_drinks;10489592;100;3
Latvia;132;Adolescents;7;Alcoholic_beverages;10489503;Spirit Drinks and Liqueurs;10490639;Liqueurs;10489562;100;3
Poland;175;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;100;2
Poland;175;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;100;3
Slovakia;198;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Dessert_wines;10489551;100;3
Latvia;132;Adults;10;Alcoholic_beverages;10489503;Spirit Drinks and Liqueurs;10490639;NULL;NULL;100,075;2
Germany;56;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Flavoured wine;10489591;102,5;3
Belgium;22;Adolescents;7;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;NULL;NULL;103,734;2
France;75;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;NULL;NULL;104,311;2
Spain;67;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;104,871;3
Bulgaria;24;Adults;10;Alcoholic_beverages;10489503;Spirit Drinks and Liqueurs;10490639;NULL;NULL;105,387;2
Bulgaria;24;Adults;10;Alcoholic_beverages;10489503;Spirit Drinks and Liqueurs;10490639;Liqueurs;10489562;105,387;3
Spain;67;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;105,698;2
Finland;70;Elderly;12;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;NULL;NULL;106,464;2
Portugal;180;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;106,478;3
Finland;70;Elderly;12;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Cocktails;10489590;106,962;3
Ireland;101;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;107,132;2
Portugal;180;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;107,143;2
Latvia;132;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;NULL;NULL;107,5;2
Romania;185;Elderly;12;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;108,036;1
Estonia;63;Adults;10;Alcoholic_beverages;10489503;Spirit Drinks and Liqueurs;10490639;Liqueurs;10489562;108,333;3
Finland;70;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;108,333;3
Estonia;63;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;109,151;2
Austria;14;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;110;2
Austria;14;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;110;3
Estonia;63;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;110,517;3
Portugal;180;Elderly;12;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;NULL;NULL;110,596;2
Portugal;180;Elderly;12;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Other_mixed_alcoholic_drinks;10489592;110,596;3
Latvia;132;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;111,389;3
Poland;175;Adults;10;Alcoholic_beverages;10489503;Spirit Drinks and Liqueurs;10490639;NULL;NULL;112;2
Poland;175;Adults;10;Alcoholic_beverages;10489503;Spirit Drinks and Liqueurs;10490639;Spirit Drinks and Liqueurs;10489581;112;3
Estonia;63;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;112,325;3
Belgium;22;Adolescents;7;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;112,5;3
United Kingdom;77;Adolescents;7;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;NULL;NULL;112,917;2
United Kingdom;77;Adolescents;7;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Flavoured wine;10489591;112,917;3
Latvia;132;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;113,333;3
United Kingdom;77;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;114,772;3
Austria;14;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;115,058;3
France;75;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Other_mixed_alcoholic_drinks;10489592;115,554;3
Portugal;180;Adolescents;7;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Cocktails;10489590;115,64;3
Netherlands;162;Adolescents;7;Alcoholic beverages;10489503;Mixed alcoholic drinks;10489589;NULL;NULL;116,294;2
Netherlands;162;Adolescents;7;Alcoholic beverages;10489503;Mixed alcoholic drinks;10489589;Cocktails;10489590;116,294;3
Netherlands;162;Adolescents;7;Alcoholic beverages;10489503;Wine;10489530;Wine;10489531;116,553;3
Belgium;22;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Flavoured wine;10489591;116,587;3
Sweden;193;Adolescents;7;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;116,611;2
Sweden;193;Adolescents;7;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;116,611;3
Sweden;193;Adolescents;7;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;117,996;1
Spain;67;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;Beer-like beverages;10489526;118,571;3
France;75;Elderly;12;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Flavoured wine;10489591;118,881;3
Sweden;193;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;119,735;3
Belgium;22;Adolescents;7;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Other_mixed_alcoholic_drinks;10489592;120;3
Austria;14;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;121,056;2
France;75;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;Beer-like beverages;10489526;122,578;3
Belgium;22;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;NULL;NULL;122,623;2
Ireland;101;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;123,079;2
Latvia;132;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Cocktails;10489590;125;3
Sweden;193;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;Beer-like beverages;10489526;125;3
Ireland;101;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;125,005;3
Germany;56;Adolescents;7;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;125,263;3
Spain;67;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;125,307;1
France;75;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;125,796;3
Spain;67;Adolescents;7;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;126,525;3
Hungary;99;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;126,923;2
Hungary;99;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;126,923;3
Latvia;132;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;127,275;3
United Kingdom;77;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer-like beverages;10489526;127,404;3
Sweden;193;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;128,376;3
Netherlands;162;Adults;10;Alcoholic beverages;10489503;Mixed alcoholic drinks;10489589;NULL;NULL;129,772;2
France;75;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;129,783;3
France;75;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;129,997;2
Latvia;132;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;130,625;2
Netherlands;162;Adults;10;Alcoholic beverages;10489503;Wine;10489530;NULL;NULL;130,842;2
France;75;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;131,131;2
Hungary;99;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;131,174;2
Hungary;99;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;131,552;3
Sweden;193;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;131,76;2
Latvia;132;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;131,842;2
France;75;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;132,071;3
Spain;67;Adolescents;7;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;132,453;2
Latvia;132;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;132,628;2
Croatia;97;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;134,249;2
Croatia;97;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;134,4;3
Latvia;132;Adolescents;7;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;134,5;1
Belgium;22;Adolescents;7;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Flavoured wine;10489591;134,722;3
Romania;185;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;134,949;2
Romania;185;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;134,949;3
United Kingdom;77;Adolescents;7;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;135,351;1
Latvia;132;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;135,66;3
Italy;108;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;136,048;1
Netherlands;162;Adults;10;Alcoholic beverages;10489503;Mixed alcoholic drinks;10489589;Cocktails;10489590;136,356;3
Ireland;101;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;136,411;3
Belgium;22;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;137,6;3
Denmark;58;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;137,947;3
Denmark;58;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;137,968;2
Italy;108;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;138,417;2
Italy;108;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;138,417;3
Sweden;193;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;139,43;2
Spain;67;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;NULL;NULL;140;2
Spain;67;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Other_mixed_alcoholic_drinks;10489592;140;3
Germany;56;Adolescents;7;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;140,119;2
Sweden;193;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;140,624;3
Finland;70;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;140,872;3
France;75;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;141,207;2
Ireland;101;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;Beer-like beverages;10489526;142;3
Finland;70;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;142,315;2
United Kingdom;77;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;142,977;2
Bulgaria;24;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;143,217;2
Italy;108;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;144,624;2
France;75;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;144,691;3
Cyprus;54;Adolescents;7;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;145;1
Netherlands;162;Elderly;12;Alcoholic beverages;10489503;Beer;10489514;Beer-like beverages;10489526;145;3
Sweden;193;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;145;2
Italy;108;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;145,281;3
Denmark;58;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;147,03;3
Denmark;58;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;147,052;2
France;75;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer-like beverages;10489526;147,055;3
Finland;70;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;147,115;3
France;75;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;147,488;2
Spain;67;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;150;3
Italy;108;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;150,351;2
Italy;108;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;150,351;3
France;75;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;152,671;3
Poland;175;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;153,868;2
Poland;175;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;153,868;3
Germany;56;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;155,082;3
Finland;70;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;155,28;3
Italy;108;Elderly;12;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;155,482;1
France;75;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;155,694;3
Germany;56;Adolescents;7;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;156,25;3
Finland;70;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;156,627;3
Netherlands;162;Adults;10;Alcoholic beverages;10489503;Wine;10489530;Wine;10489531;157,399;3
France;75;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;158,299;2
Austria;14;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;158,613;3
Sweden;193;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Flavoured wine;10489591;159,125;3
France;75;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;160,046;2
Estonia;63;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;160,212;3
United Kingdom;77;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;161,37;3
France;75;Adolescents;7;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Flavoured wine;10489591;161,875;3
Romania;185;Adolescents;7;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;162,149;1
France;75;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;162,357;3
Denmark;58;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;162,364;3
Denmark;58;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;162,647;2
Estonia;63;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Dessert_wines;10489551;164,286;3
Sweden;193;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;165;3
France;75;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;167,253;3
Portugal;180;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;NULL;NULL;167,81;2
United Kingdom;77;Adolescents;7;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;171,063;3
Finland;70;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;171,772;2
Austria;14;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;171,995;2
Denmark;58;Adolescents;7;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;173,39;1
United Kingdom;77;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;173,855;2
Denmark;58;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;173,999;2
Netherlands;162;Elderly;12;Alcoholic beverages;10489503;Wine;10489530;Wine;10489531;174,501;3
Germany;56;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;174,502;3
France;75;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;174,654;2
Denmark;58;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;174,755;3
United Kingdom;77;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;174,986;3
Finland;70;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Other_mixed_alcoholic_drinks;10489592;175;3
Sweden;193;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;175,008;2
France;75;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;175,347;1
Sweden;193;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;175,719;3
Finland;70;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;176,394;2
Netherlands;162;Elderly;12;Alcoholic beverages;10489503;Wine;10489530;NULL;NULL;176,762;2
United Kingdom;77;Adolescents;7;Alcoholic_beverages;10489503;Spirit Drinks and Liqueurs;10490639;Liqueurs;10489562;177,875;3
Netherlands;162;Adults;10;Alcoholic beverages;10489503;Wine;10489530;NULL;NULL;178,371;2
Austria;14;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;178,571;3
Austria;14;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;Beer-like beverages;10489526;180;3
Finland;70;Elderly;12;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;NULL;NULL;180;2
Finland;70;Elderly;12;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Cocktails;10489590;180;3
Spain;67;Adolescents;7;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;180;3
Portugal;180;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Other_mixed_alcoholic_drinks;10489592;181,045;3
United Kingdom;77;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;NULL;NULL;183,234;2
Belgium;22;Elderly;12;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Other_mixed_alcoholic_drinks;10489592;183,75;3
Germany;56;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;184,199;3
Spain;67;Adolescents;7;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;185,001;1
Estonia;63;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;185,138;2
United Kingdom;77;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Other_mixed_alcoholic_drinks;10489592;185,176;3
Portugal;180;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;185,618;1
Finland;70;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;186,25;3
Spain;67;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer-like beverages;10489526;186,458;3
Spain;67;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;187,301;2
Spain;67;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;187,301;3
Germany;56;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;187,397;2
Austria;14;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Other_mixed_alcoholic_drinks;10489592;187,5;3
Spain;67;Elderly;12;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;187,547;1
Slovenia;196;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;188,63;3
Austria;14;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;188,782;3
Netherlands;162;Elderly;12;Alcoholic beverages;10489503;Wine;10489530;NULL;NULL;189,568;2
Germany;56;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Cocktails;10489590;189,75;3
Portugal;180;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;190,092;3
Belgium;22;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Other_mixed_alcoholic_drinks;10489592;190,625;3
Spain;67;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;Beer-like beverages;10489526;190,82;3
Germany;56;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;191,237;3
Latvia;132;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;191,667;2
Latvia;132;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;191,667;3
Netherlands;162;Adults;10;Alcoholic beverages;10489503;Wine;10489530;Wine;10489531;193,075;3
Germany;56;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;193,295;2
Portugal;180;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;193,613;2
Austria;14;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;NULL;NULL;193,75;2
France;75;Elderly;12;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;194,312;1
Netherlands;162;Elderly;12;Alcoholic beverages;10489503;Wine;10489530;Wine;10489531;194,944;3
Slovenia;196;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;195,795;2
Finland;70;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;196,158;2
Hungary;99;Elderly;12;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;198,333;1
Netherlands;162;Adolescents;7;Alcoholic beverages;10489503;Beer;10489514;Beer-like beverages;10489526;199,286;3
Austria;14;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;199,938;2
Austria;14;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Flavoured wine;10489591;200;3
Austria;14;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Cocktails;10489590;200;3
Germany;56;Adolescents;7;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;Cocktails;10489590;200;3
Czech Republic;55;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;200,84;2
Czech Republic;55;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;200,84;3
Austria;14;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;203,125;3
Ireland;101;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;203,401;2
Denmark;58;Adolescents;7;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;204,72;1
Belgium;22;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;204,967;2
Spain;67;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;205,804;3
Portugal;180;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;207,668;3
Belgium;22;Elderly;12;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;208,05;3
Estonia;63;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer-like beverages;10489526;211,391;3
Belgium;22;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine;10489531;211,525;3
Estonia;63;Adolescents;7;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;211,667;1
Estonia;63;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;211,667;2
Estonia;63;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;Beer-like beverages;10489526;211,667;3
Germany;56;Adults;10;Alcoholic_beverages;10489503;Mixed alcoholic drinks;10489589;NULL;NULL;212,271;2
Sweden;193;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;212,433;3
Sweden;193;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;212,505;2
Spain;67;Adolescents;7;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;213,075;2
Belgium;22;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;NULL;NULL;213,425;2
Romania;185;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;213,865;1
Romania;185;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;213,971;2
Romania;185;Adults;10;Alcoholic_beverages;10489503;Beer;10489514;Beer;10489515;214,429;3
Spain;67;Adults;10;Alcoholic_beverages;10489503;Wine;10489530;Wine-like drinks;10489548;214,444;3
Czech Republic;55;Adolescents;7;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;216,068;1
Sweden;193;Elderly;12;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;216,892;1
France;75;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;217,682;2
France;75;Elderly;12;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;218,047;1
France;75;Adults;10;Alcoholic_beverages;10489503;NULL;NULL;NULL;NULL;218,653;1
Spain;67;Elderly;12;Alcoholic_beverages;10489503;Beer;10489514;NULL;NULL;219,472;2
